,Timegrp,DayOfWeek,Incident
3981,10-12,Sunday,1
3982,10-12,Sunday,1
3983,10-12,Sunday,1
3984,10-12,Sunday,1
3985,10-12,Sunday,1
3986,10-12,Sunday,1
3987,10-12,Sunday,1
3988,10-12,Sunday,1
3989,10-12,Sunday,1
3990,10-12,Sunday,1
3991,10-12,Sunday,1
3992,10-12,Sunday,1
3993,10-12,Sunday,1
3994,10-12,Sunday,1
3995,10-12,Sunday,1
3996,10-12,Sunday,1
3997,10-12,Sunday,1
3998,10-12,Sunday,1
3999,10-12,Sunday,1
4000,10-12,Sunday,1
4001,10-12,Sunday,1
4002,10-12,Sunday,1
4003,10-12,Sunday,1
4004,10-12,Sunday,1
4005,10-12,Sunday,1
4006,10-12,Sunday,1
4007,10-12,Sunday,1
4008,10-12,Sunday,1
4009,10-12,Sunday,1
4010,10-12,Sunday,1
4011,10-12,Sunday,1
4012,10-12,Sunday,1
4013,10-12,Sunday,1
4014,08-10,Monday,1
4015,08-10,Monday,1
4016,08-10,Monday,1
4017,08-10,Monday,1
4018,08-10,Monday,1
4019,08-10,Monday,1
4020,08-10,Monday,1
4021,08-10,Monday,1
4022,08-10,Monday,1
4023,08-10,Monday,1
4024,08-10,Monday,1
4025,08-10,Monday,1
4026,08-10,Monday,1
4027,08-10,Monday,1
4028,08-10,Monday,1
4029,08-10,Monday,1
4030,08-10,Monday,1
4031,08-10,Monday,1
4032,08-10,Monday,1
4033,08-10,Monday,1
4034,08-10,Monday,1
4035,08-10,Monday,1
4036,08-10,Monday,1
4037,08-10,Monday,1
4038,08-10,Monday,1
4039,08-10,Monday,1
4040,08-10,Monday,1
4041,08-10,Monday,1
4042,08-10,Monday,1
4043,08-10,Monday,1
4044,08-10,Monday,1
4045,08-10,Monday,1
4046,08-10,Monday,1
4047,08-10,Tuesday,1
4048,08-10,Tuesday,1
4049,08-10,Tuesday,1
4050,08-10,Tuesday,1
4051,08-10,Tuesday,1
4052,08-10,Tuesday,1
4053,08-10,Tuesday,1
4054,08-10,Tuesday,1
4055,08-10,Tuesday,1
4056,08-10,Tuesday,1
4057,08-10,Tuesday,1
4058,08-10,Tuesday,1
4059,08-10,Tuesday,1
4060,08-10,Tuesday,1
4061,08-10,Tuesday,1
4062,08-10,Tuesday,1
4063,08-10,Tuesday,1
4064,08-10,Tuesday,1
4065,08-10,Tuesday,1
4066,08-10,Tuesday,1
4067,08-10,Wednesday,1
4068,08-10,Wednesday,1
4069,08-10,Wednesday,1
4070,08-10,Wednesday,1
4071,08-10,Wednesday,1
4072,08-10,Wednesday,1
4073,08-10,Wednesday,1
4074,08-10,Wednesday,1
4075,08-10,Wednesday,1
4076,08-10,Wednesday,1
4077,08-10,Wednesday,1
4078,08-10,Wednesday,1
4079,08-10,Wednesday,1
4080,08-10,Wednesday,1
4081,08-10,Wednesday,1
4082,08-10,Wednesday,1
4083,08-10,Wednesday,1
4084,08-10,Wednesday,1
4085,08-10,Wednesday,1
4086,08-10,Wednesday,1
4087,08-10,Wednesday,1
4088,08-10,Wednesday,1
4089,08-10,Wednesday,1
4090,08-10,Wednesday,1
4091,08-10,Wednesday,1
4092,08-10,Wednesday,1
4093,08-10,Wednesday,1
4094,08-10,Wednesday,1
4095,08-10,Wednesday,1
4096,08-10,Wednesday,1
4097,08-10,Wednesday,1
4098,08-10,Wednesday,1
4099,08-10,Wednesday,1
4100,08-10,Wednesday,1
4101,08-10,Wednesday,1
4102,08-10,Wednesday,1
4103,08-10,Thursday,1
4104,08-10,Thursday,1
4105,08-10,Thursday,1
4106,08-10,Thursday,1
4107,08-10,Thursday,1
4108,08-10,Thursday,1
4109,08-10,Thursday,1
4110,08-10,Thursday,1
4111,08-10,Thursday,1
4112,08-10,Thursday,1
4113,08-10,Thursday,1
4114,08-10,Thursday,1
4115,08-10,Thursday,1
4116,08-10,Thursday,1
4117,08-10,Thursday,1
4118,08-10,Thursday,1
4119,08-10,Thursday,1
4120,08-10,Thursday,1
4121,08-10,Thursday,1
4122,08-10,Thursday,1
4123,08-10,Thursday,1
4124,08-10,Thursday,1
4125,08-10,Thursday,1
4126,08-10,Thursday,1
4127,08-10,Thursday,1
4128,08-10,Thursday,1
4129,08-10,Thursday,1
4130,08-10,Thursday,1
4131,08-10,Friday,1
4132,08-10,Friday,1
4133,08-10,Friday,1
4134,08-10,Friday,1
4135,08-10,Friday,1
4136,08-10,Friday,1
4137,08-10,Friday,1
4138,08-10,Friday,1
4139,08-10,Friday,1
4140,08-10,Friday,1
4141,08-10,Friday,1
4142,08-10,Friday,1
4143,08-10,Friday,1
4144,08-10,Friday,1
4145,08-10,Friday,1
4146,08-10,Friday,1
4147,08-10,Friday,1
4148,08-10,Friday,1
4149,08-10,Friday,1
4150,08-10,Friday,1
4151,08-10,Friday,1
4152,08-10,Friday,1
4153,08-10,Friday,1
4154,08-10,Friday,1
4155,08-10,Friday,1
4156,08-10,Friday,1
4157,08-10,Friday,1
4158,08-10,Friday,1
4159,08-10,Friday,1
4160,08-10,Friday,1
4161,08-10,Saturday,1
4162,08-10,Saturday,1
4163,08-10,Saturday,1
4164,08-10,Saturday,1
4165,08-10,Saturday,1
4166,08-10,Saturday,1
4167,08-10,Saturday,1
4168,08-10,Saturday,1
4169,08-10,Saturday,1
4170,08-10,Saturday,1
4171,08-10,Saturday,1
4172,08-10,Saturday,1
4173,08-10,Saturday,1
4174,08-10,Saturday,1
4175,08-10,Saturday,1
4176,08-10,Saturday,1
4177,08-10,Saturday,1
4178,08-10,Saturday,1
4179,08-10,Saturday,1
4180,08-10,Saturday,1
4181,08-10,Saturday,1
4182,08-10,Saturday,1
4183,08-10,Saturday,1
4184,08-10,Saturday,1
4185,08-10,Saturday,1
4186,08-10,Saturday,1
4187,08-10,Saturday,1
4188,08-10,Sunday,1
4189,08-10,Sunday,1
4190,08-10,Sunday,1
4191,08-10,Sunday,1
4192,08-10,Sunday,1
4193,08-10,Sunday,1
4194,08-10,Sunday,1
4195,08-10,Sunday,1
4196,08-10,Sunday,1
4197,08-10,Sunday,1
4198,08-10,Sunday,1
4199,08-10,Sunday,1
4200,08-10,Sunday,1
4201,08-10,Sunday,1
4202,08-10,Sunday,1
4203,08-10,Sunday,1
4204,08-10,Sunday,1
4205,08-10,Sunday,1
4206,08-10,Sunday,1
4207,08-10,Sunday,1
4208,08-10,Sunday,1
4209,08-10,Sunday,1
4210,08-10,Sunday,1
4211,08-10,Sunday,1
4212,08-10,Sunday,1
4213,08-10,Sunday,1
4214,08-10,Sunday,1
4215,08-10,Sunday,1
4216,08-10,Sunday,1
4217,08-10,Sunday,1
4218,06-08,Monday,1
4219,06-08,Monday,1
4220,06-08,Monday,1
4221,06-08,Monday,1
4222,06-08,Monday,1
4223,06-08,Monday,1
4224,06-08,Monday,1
4225,06-08,Monday,1
4226,06-08,Monday,1
4227,06-08,Monday,1
4228,06-08,Monday,1
4229,06-08,Monday,1
4230,06-08,Monday,1
4231,06-08,Monday,1
4232,06-08,Monday,1
4233,06-08,Monday,1
4234,06-08,Tuesday,1
4235,06-08,Tuesday,1
4236,06-08,Tuesday,1
4237,06-08,Tuesday,1
4238,06-08,Tuesday,1
4239,06-08,Tuesday,1
4240,06-08,Tuesday,1
4241,06-08,Tuesday,1
4242,06-08,Tuesday,1
4243,06-08,Tuesday,1
4244,06-08,Tuesday,1
4245,06-08,Tuesday,1
4246,06-08,Tuesday,1
4247,06-08,Tuesday,1
4248,06-08,Tuesday,1
4249,06-08,Tuesday,1
4250,06-08,Tuesday,1
4251,06-08,Wednesday,1
4252,06-08,Wednesday,1
4253,06-08,Wednesday,1
4254,06-08,Wednesday,1
4255,06-08,Wednesday,1
4256,06-08,Wednesday,1
4257,06-08,Wednesday,1
4258,06-08,Wednesday,1
4259,06-08,Wednesday,1
4260,06-08,Wednesday,1
4261,06-08,Wednesday,1
4262,06-08,Wednesday,1
4263,06-08,Wednesday,1
4264,06-08,Wednesday,1
4265,06-08,Wednesday,1
4266,06-08,Wednesday,1
4267,06-08,Thursday,1
4268,06-08,Thursday,1
4269,06-08,Thursday,1
4270,06-08,Thursday,1
4271,06-08,Thursday,1
4272,06-08,Thursday,1
4273,06-08,Thursday,1
4274,06-08,Thursday,1
4275,06-08,Thursday,1
4276,06-08,Thursday,1
4277,06-08,Friday,1
4278,06-08,Friday,1
4279,06-08,Friday,1
4280,06-08,Friday,1
4281,06-08,Friday,1
4282,06-08,Friday,1
4283,06-08,Friday,1
4284,06-08,Friday,1
4285,06-08,Friday,1
4286,06-08,Friday,1
4287,06-08,Friday,1
4288,06-08,Friday,1
4289,06-08,Friday,1
4290,06-08,Friday,1
4291,06-08,Friday,1
4292,06-08,Friday,1
4293,06-08,Friday,1
4294,06-08,Friday,1
4295,06-08,Saturday,1
4296,06-08,Saturday,1
4297,06-08,Saturday,1
4298,06-08,Saturday,1
4299,06-08,Saturday,1
4300,06-08,Saturday,1
4301,06-08,Saturday,1
4302,06-08,Saturday,1
4303,06-08,Saturday,1
4304,06-08,Saturday,1
4305,06-08,Saturday,1
4306,06-08,Saturday,1
4307,06-08,Saturday,1
4308,06-08,Saturday,1
4309,06-08,Sunday,1
4310,06-08,Sunday,1
4311,06-08,Sunday,1
4312,06-08,Sunday,1
4313,06-08,Sunday,1
4314,06-08,Sunday,1
4315,06-08,Sunday,1
4316,06-08,Sunday,1
4317,06-08,Sunday,1
4318,06-08,Sunday,1
4319,06-08,Sunday,1
4320,04-06,Monday,1
4321,04-06,Monday,1
4322,04-06,Monday,1
4323,04-06,Monday,1
4324,04-06,Monday,1
4325,04-06,Monday,1
4326,04-06,Tuesday,1
4327,04-06,Tuesday,1
4328,04-06,Tuesday,1
4329,04-06,Tuesday,1
4330,04-06,Tuesday,1
4331,04-06,Tuesday,1
4332,04-06,Wednesday,1
4333,04-06,Wednesday,1
4334,04-06,Wednesday,1
4335,04-06,Wednesday,1
4336,04-06,Wednesday,1
4337,04-06,Wednesday,1
4338,04-06,Wednesday,1
4339,04-06,Wednesday,1
4340,04-06,Wednesday,1
4341,04-06,Wednesday,1
4342,04-06,Thursday,1
4343,04-06,Thursday,1
4344,04-06,Thursday,1
4345,04-06,Thursday,1
4346,04-06,Thursday,1
4347,04-06,Thursday,1
4348,04-06,Thursday,1
4349,04-06,Thursday,1
4350,04-06,Thursday,1
4351,04-06,Friday,1
4352,04-06,Friday,1
4353,04-06,Friday,1
4354,04-06,Friday,1
4355,04-06,Friday,1
4356,04-06,Friday,1
4357,04-06,Friday,1
4358,04-06,Friday,1
4359,04-06,Saturday,1
4360,04-06,Saturday,1
4361,04-06,Saturday,1
4362,04-06,Saturday,1
4363,04-06,Saturday,1
4364,04-06,Saturday,1
4365,04-06,Saturday,1
4366,04-06,Saturday,1
4367,04-06,Saturday,1
4368,04-06,Sunday,1
4369,04-06,Sunday,1
4370,04-06,Sunday,1
4371,04-06,Sunday,1
4372,04-06,Sunday,1
4373,04-06,Sunday,1
4374,04-06,Sunday,1
4375,02-04,Monday,1
4376,02-04,Monday,1
4377,02-04,Monday,1
4378,02-04,Monday,1
4379,02-04,Monday,1
4380,02-04,Monday,1
4381,02-04,Monday,1
4382,02-04,Monday,1
4383,02-04,Tuesday,1
4384,02-04,Tuesday,1
4385,02-04,Tuesday,1
4386,02-04,Tuesday,1
4387,02-04,Tuesday,1
4388,02-04,Tuesday,1
4389,02-04,Tuesday,1
4390,02-04,Tuesday,1
4391,02-04,Wednesday,1
4392,02-04,Wednesday,1
4393,02-04,Wednesday,1
4394,02-04,Wednesday,1
4395,02-04,Wednesday,1
4396,02-04,Wednesday,1
4397,02-04,Wednesday,1
4398,02-04,Wednesday,1
4399,02-04,Wednesday,1
4400,02-04,Wednesday,1
4401,02-04,Wednesday,1
4402,02-04,Wednesday,1
4403,02-04,Thursday,1
4404,02-04,Thursday,1
4405,02-04,Thursday,1
4406,02-04,Thursday,1
4407,02-04,Thursday,1
4408,02-04,Thursday,1
4409,02-04,Thursday,1
4410,02-04,Thursday,1
4411,02-04,Thursday,1
4412,02-04,Thursday,1
4413,02-04,Friday,1
4414,02-04,Friday,1
4415,02-04,Friday,1
4416,02-04,Friday,1
4417,02-04,Friday,1
4418,02-04,Friday,1
4419,02-04,Friday,1
4420,02-04,Friday,1
4421,02-04,Friday,1
4422,02-04,Friday,1
4423,02-04,Saturday,1
4424,02-04,Saturday,1
4425,02-04,Saturday,1
4426,02-04,Saturday,1
4427,02-04,Saturday,1
4428,02-04,Saturday,1
4429,02-04,Saturday,1
4430,02-04,Saturday,1
4431,02-04,Saturday,1
4432,02-04,Saturday,1
4433,02-04,Saturday,1
4434,02-04,Saturday,1
4435,02-04,Saturday,1
4436,02-04,Saturday,1
4437,02-04,Saturday,1
4438,02-04,Saturday,1
4439,02-04,Saturday,1
4440,02-04,Sunday,1
4441,02-04,Sunday,1
4442,02-04,Sunday,1
4443,02-04,Sunday,1
4444,02-04,Sunday,1
4445,02-04,Sunday,1
4446,02-04,Sunday,1
4447,02-04,Sunday,1
4448,02-04,Sunday,1
4449,02-04,Sunday,1
4450,02-04,Sunday,1
4451,02-04,Sunday,1
4452,02-04,Sunday,1
4453,02-04,Sunday,1
4454,02-04,Sunday,1
4455,02-04,Sunday,1
4456,02-04,Sunday,1
4457,02-04,Sunday,1
4458,02-04,Sunday,1
4459,02-04,Sunday,1
4460,02-04,Sunday,1
4461,02-04,Sunday,1
4462,02-04,Sunday,1
4463,02-04,Sunday,1
4464,02-04,Sunday,1
4465,02-04,Sunday,1
4466,02-04,Sunday,1
4467,02-04,Sunday,1
4468,02-04,Sunday,1
4469,02-04,Sunday,1
4470,02-04,Sunday,1
4471,02-04,Sunday,1
4472,00-02,Monday,1
4473,00-02,Monday,1
4474,00-02,Monday,1
4475,00-02,Monday,1
4476,00-02,Monday,1
4477,00-02,Monday,1
4478,00-02,Monday,1
4479,00-02,Monday,1
4480,00-02,Monday,1
4481,00-02,Monday,1
4482,00-02,Monday,1
4483,00-02,Monday,1
4484,00-02,Monday,1
4485,00-02,Monday,1
4486,00-02,Monday,1
4487,00-02,Monday,1
4488,00-02,Monday,1
4489,00-02,Monday,1
4490,00-02,Monday,1
4491,00-02,Monday,1
4492,00-02,Monday,1
4493,00-02,Monday,1
4494,00-02,Monday,1
4495,00-02,Monday,1
4496,00-02,Monday,1
4497,00-02,Tuesday,1
4498,00-02,Tuesday,1
4499,00-02,Tuesday,1
4500,00-02,Tuesday,1
4501,00-02,Tuesday,1
4502,00-02,Tuesday,1
4503,00-02,Tuesday,1
4504,00-02,Tuesday,1
4505,00-02,Tuesday,1
4506,00-02,Tuesday,1
4507,00-02,Tuesday,1
4508,00-02,Tuesday,1
4509,00-02,Tuesday,1
4510,00-02,Tuesday,1
4511,00-02,Tuesday,1
4512,00-02,Tuesday,1
4513,00-02,Tuesday,1
4514,00-02,Tuesday,1
4515,00-02,Tuesday,1
4516,00-02,Tuesday,1
4517,00-02,Tuesday,1
4518,00-02,Tuesday,1
4519,00-02,Tuesday,1
4520,00-02,Tuesday,1
4521,00-02,Tuesday,1
4522,00-02,Tuesday,1
4523,00-02,Wednesday,1
4524,00-02,Wednesday,1
4525,00-02,Wednesday,1
4526,00-02,Wednesday,1
4527,00-02,Wednesday,1
4528,00-02,Wednesday,1
4529,00-02,Wednesday,1
4530,00-02,Wednesday,1
4531,00-02,Wednesday,1
4532,00-02,Wednesday,1
4533,00-02,Wednesday,1
4534,00-02,Wednesday,1
4535,00-02,Wednesday,1
4536,00-02,Wednesday,1
4537,00-02,Wednesday,1
4538,00-02,Wednesday,1
4539,00-02,Wednesday,1
4540,00-02,Wednesday,1
4541,00-02,Wednesday,1
4542,00-02,Wednesday,1
4543,00-02,Wednesday,1
4544,00-02,Wednesday,1
4545,00-02,Wednesday,1
4546,00-02,Wednesday,1
4547,00-02,Wednesday,1
4548,00-02,Wednesday,1
4549,00-02,Thursday,1
4550,00-02,Thursday,1
4551,00-02,Thursday,1
4552,00-02,Thursday,1
4553,00-02,Thursday,1
4554,00-02,Thursday,1
4555,00-02,Thursday,1
4556,00-02,Thursday,1
4557,00-02,Thursday,1
4558,00-02,Thursday,1
4559,00-02,Thursday,1
4560,00-02,Thursday,1
4561,00-02,Thursday,1
4562,00-02,Thursday,1
4563,00-02,Thursday,1
4564,00-02,Thursday,1
4565,00-02,Thursday,1
4566,00-02,Thursday,1
4567,00-02,Thursday,1
4568,00-02,Thursday,1
4569,00-02,Thursday,1
4570,00-02,Thursday,1
4571,00-02,Thursday,1
4572,00-02,Thursday,1
4573,00-02,Thursday,1
4574,00-02,Thursday,1
4575,00-02,Thursday,1
4576,00-02,Thursday,1
4577,00-02,Friday,1
4578,00-02,Friday,1
4579,00-02,Friday,1
4580,00-02,Friday,1
4581,00-02,Friday,1
4582,00-02,Friday,1
4583,00-02,Friday,1
4584,00-02,Friday,1
4585,00-02,Friday,1
4586,00-02,Friday,1
4587,00-02,Friday,1
4588,00-02,Friday,1
4589,00-02,Friday,1
4590,00-02,Friday,1
4591,00-02,Friday,1
4592,00-02,Friday,1
4593,00-02,Friday,1
4594,00-02,Friday,1
4595,00-02,Friday,1
4596,00-02,Friday,1
4597,00-02,Friday,1
4598,00-02,Friday,1
4599,00-02,Friday,1
4600,00-02,Friday,1
4601,00-02,Friday,1
4602,00-02,Friday,1
4603,00-02,Friday,1
4604,00-02,Friday,1
4605,00-02,Friday,1
4606,00-02,Friday,1
4607,00-02,Friday,1
4608,00-02,Friday,1
4609,00-02,Friday,1
4610,00-02,Friday,1
4611,00-02,Friday,1
4612,00-02,Friday,1
4613,00-02,Friday,1
4614,00-02,Friday,1
4615,00-02,Friday,1
4616,00-02,Saturday,1
4617,00-02,Saturday,1
4618,00-02,Saturday,1
4619,00-02,Saturday,1
4620,00-02,Saturday,1
4621,00-02,Saturday,1
4622,00-02,Saturday,1
4623,00-02,Saturday,1
4624,00-02,Saturday,1
4625,00-02,Saturday,1
4626,00-02,Saturday,1
4627,00-02,Saturday,1
4628,00-02,Saturday,1
4629,00-02,Saturday,1
4630,00-02,Saturday,1
4631,00-02,Saturday,1
4632,00-02,Saturday,1
4633,00-02,Saturday,1
4634,00-02,Saturday,1
4635,00-02,Saturday,1
4636,00-02,Saturday,1
4637,00-02,Saturday,1
4638,00-02,Saturday,1
4639,00-02,Saturday,1
4640,00-02,Saturday,1
4641,00-02,Saturday,1
4642,00-02,Saturday,1
4643,00-02,Saturday,1
4644,00-02,Saturday,1
4645,00-02,Saturday,1
4646,00-02,Saturday,1
4647,00-02,Saturday,1
4648,00-02,Saturday,1
4649,00-02,Saturday,1
4650,00-02,Saturday,1
4651,00-02,Saturday,1
4652,00-02,Saturday,1
4653,00-02,Saturday,1
4654,00-02,Saturday,1
4655,00-02,Saturday,1
4656,00-02,Saturday,1
4657,00-02,Saturday,1
4658,00-02,Saturday,1
4659,00-02,Saturday,1
4660,00-02,Saturday,1
4661,00-02,Saturday,1
4662,00-02,Saturday,1
4663,00-02,Saturday,1
4664,00-02,Sunday,1
4665,00-02,Sunday,1
4666,00-02,Sunday,1
4667,00-02,Sunday,1
4668,00-02,Sunday,1
4669,00-02,Sunday,1
4670,00-02,Sunday,1
4671,00-02,Sunday,1
4672,00-02,Sunday,1
4673,00-02,Sunday,1
4674,00-02,Sunday,1
4675,00-02,Sunday,1
4676,00-02,Sunday,1
4677,00-02,Sunday,1
4678,00-02,Sunday,1
4679,00-02,Sunday,1
4680,00-02,Sunday,1
4681,00-02,Sunday,1
4682,00-02,Sunday,1
4683,00-02,Sunday,1
4684,00-02,Sunday,1
4685,00-02,Sunday,1
4686,00-02,Sunday,1
4687,00-02,Sunday,1
4688,00-02,Sunday,1
4689,00-02,Sunday,1
4690,00-02,Sunday,1
4691,00-02,Sunday,1
4692,00-02,Sunday,1
4693,00-02,Sunday,1
4694,00-02,Sunday,1
4695,00-02,Sunday,1
4696,00-02,Sunday,1
4697,00-02,Sunday,1
4698,00-02,Sunday,1
4699,00-02,Sunday,1
4700,00-02,Sunday,1
4701,00-02,Sunday,1
4702,00-02,Sunday,1
4703,00-02,Sunday,1
4704,00-02,Sunday,1
4705,00-02,Sunday,1
4706,00-02,Sunday,1
4707,00-02,Sunday,1
4708,00-02,Sunday,1
4709,00-02,Sunday,1
4710,00-02,Sunday,1
4711,00-02,Sunday,1
4712,00-02,Sunday,1
4713,00-02,Sunday,1
4714,00-02,Sunday,1
4715,00-02,Sunday,1
4716,00-02,Sunday,1
4717,00-02,Sunday,1
4718,00-02,Sunday,1
4719,00-02,Sunday,1
4720,00-02,Sunday,1
